url,image,name,price
https://scrapeme.live/shop/Bulbasaur/,https://scrapeme.live/wp-content/uploads/2018/08/001-350x350.png,Bulbasaur,£63.00
https://scrapeme.live/shop/Ivysaur/,https://scrapeme.live/wp-content/uploads/2018/08/002-350x350.png,Ivysaur,£87.00
https://scrapeme.live/shop/Venusaur/,https://scrapeme.live/wp-content/uploads/2018/08/003-350x350.png,Venusaur,£105.00
https://scrapeme.live/shop/Charmander/,https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png,Charmander,£48.00
https://scrapeme.live/shop/Charmeleon/,https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png,Charmeleon,£165.00
https://scrapeme.live/shop/Charizard/,https://scrapeme.live/wp-content/uploads/2018/08/006-350x350.png,Charizard,£156.00
https://scrapeme.live/shop/Squirtle/,https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png,Squirtle,£130.00
https://scrapeme.live/shop/Wartortle/,https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png,Wartortle,£123.00
https://scrapeme.live/shop/Blastoise/,https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png,Blastoise,£76.00
https://scrapeme.live/shop/Caterpie/,https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png,Caterpie,£73.00
https://scrapeme.live/shop/Metapod/,https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png,Metapod,£148.00
https://scrapeme.live/shop/Butterfree/,https://scrapeme.live/wp-content/uploads/2018/08/012-350x350.png,Butterfree,£162.00
https://scrapeme.live/shop/Weedle/,https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png,Weedle,£25.00
https://scrapeme.live/shop/Kakuna/,https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png,Kakuna,£148.00
https://scrapeme.live/shop/Beedrill/,https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png,Beedrill,£168.00
https://scrapeme.live/shop/Pidgey/,https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png,Pidgey,£159.00
https://scrapeme.live/shop/Pidgeotto/,https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png,Pidgeotto,£84.00
https://scrapeme.live/shop/Pidgeot/,https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png,Pidgeot,£185.00
https://scrapeme.live/shop/Rattata/,https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png,Rattata,£128.00
https://scrapeme.live/shop/Raticate/,https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png,Raticate,£60.00
https://scrapeme.live/shop/Spearow/,https://scrapeme.live/wp-content/uploads/2018/08/021-350x350.png,Spearow,£133.00
https://scrapeme.live/shop/Fearow/,https://scrapeme.live/wp-content/uploads/2018/08/022-350x350.png,Fearow,£95.00
https://scrapeme.live/shop/Ekans/,https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png,Ekans,£55.00
https://scrapeme.live/shop/Arbok/,https://scrapeme.live/wp-content/uploads/2018/08/024-350x350.png,Arbok,£182.00
https://scrapeme.live/shop/Pikachu/,https://scrapeme.live/wp-content/uploads/2018/08/025-350x350.png,Pikachu,£37.00
https://scrapeme.live/shop/Raichu/,https://scrapeme.live/wp-content/uploads/2018/08/026-350x350.png,Raichu,£140.00
https://scrapeme.live/shop/Sandshrew/,https://scrapeme.live/wp-content/uploads/2018/08/027-350x350.png,Sandshrew,£82.00
https://scrapeme.live/shop/Sandslash/,https://scrapeme.live/wp-content/uploads/2018/08/028-350x350.png,Sandslash,£155.00
https://scrapeme.live/shop/Nidorina/,https://scrapeme.live/wp-content/uploads/2018/08/030-350x350.png,Nidorina,£28.00
https://scrapeme.live/shop/Nidoqueen/,https://scrapeme.live/wp-content/uploads/2018/08/031-350x350.png,Nidoqueen,£106.00
https://scrapeme.live/shop/Nidorino/,https://scrapeme.live/wp-content/uploads/2018/08/033-350x350.png,Nidorino,£179.00
https://scrapeme.live/shop/Nidoking/,https://scrapeme.live/wp-content/uploads/2018/08/034-350x350.png,Nidoking,£31.00
https://scrapeme.live/shop/Clefairy/,https://scrapeme.live/wp-content/uploads/2018/08/035-350x350.png,Clefairy,£160.00
https://scrapeme.live/shop/Clefable/,https://scrapeme.live/wp-content/uploads/2018/08/036-350x350.png,Clefable,£188.00
https://scrapeme.live/shop/Vulpix/,https://scrapeme.live/wp-content/uploads/2018/08/037-350x350.png,Vulpix,£85.00
https://scrapeme.live/shop/Ninetales/,https://scrapeme.live/wp-content/uploads/2018/08/038-350x350.png,Ninetales,£52.00
https://scrapeme.live/shop/Jigglypuff/,https://scrapeme.live/wp-content/uploads/2018/08/039-350x350.png,Jigglypuff,£61.00
https://scrapeme.live/shop/Wigglytuff/,https://scrapeme.live/wp-content/uploads/2018/08/040-350x350.png,Wigglytuff,£130.00
https://scrapeme.live/shop/Zubat/,https://scrapeme.live/wp-content/uploads/2018/08/041-350x350.png,Zubat,£125.00
https://scrapeme.live/shop/Golbat/,https://scrapeme.live/wp-content/uploads/2018/08/042-350x350.png,Golbat,£136.00
https://scrapeme.live/shop/Oddish/,https://scrapeme.live/wp-content/uploads/2018/08/043-350x350.png,Oddish,£45.00
https://scrapeme.live/shop/Gloom/,https://scrapeme.live/wp-content/uploads/2018/08/044-350x350.png,Gloom,£178.00
https://scrapeme.live/shop/Vileplume/,https://scrapeme.live/wp-content/uploads/2018/08/045-350x350.png,Vileplume,£170.00
https://scrapeme.live/shop/Paras/,https://scrapeme.live/wp-content/uploads/2018/08/046-350x350.png,Paras,£168.00
https://scrapeme.live/shop/Parasect/,https://scrapeme.live/wp-content/uploads/2018/08/047-350x350.png,Parasect,£27.00
https://scrapeme.live/shop/Venonat/,https://scrapeme.live/wp-content/uploads/2018/08/048-350x350.png,Venonat,£158.00
https://scrapeme.live/shop/Venomoth/,https://scrapeme.live/wp-content/uploads/2018/08/049-350x350.png,Venomoth,£53.00
https://scrapeme.live/shop/Diglett/,https://scrapeme.live/wp-content/uploads/2018/08/050-350x350.png,Diglett,£122.00
https://scrapeme.live/shop/Dugtrio/,https://scrapeme.live/wp-content/uploads/2018/08/051-350x350.png,Dugtrio,£111.00
https://scrapeme.live/shop/Meowth/,https://scrapeme.live/wp-content/uploads/2018/08/052-350x350.png,Meowth,£131.00
https://scrapeme.live/shop/Persian/,https://scrapeme.live/wp-content/uploads/2018/08/053-350x350.png,Persian,£200.00
https://scrapeme.live/shop/Psyduck/,https://scrapeme.live/wp-content/uploads/2018/08/054-350x350.png,Psyduck,£182.00
https://scrapeme.live/shop/Golduck/,https://scrapeme.live/wp-content/uploads/2018/08/055-350x350.png,Golduck,£31.00
https://scrapeme.live/shop/Mankey/,https://scrapeme.live/wp-content/uploads/2018/08/056-350x350.png,Mankey,£125.00
https://scrapeme.live/shop/Primeape/,https://scrapeme.live/wp-content/uploads/2018/08/057-350x350.png,Primeape,£86.00
https://scrapeme.live/shop/Growlithe/,https://scrapeme.live/wp-content/uploads/2018/08/058-350x350.png,Growlithe,£30.00
https://scrapeme.live/shop/Arcanine/,https://scrapeme.live/wp-content/uploads/2018/08/059-350x350.png,Arcanine,£69.00
https://scrapeme.live/shop/Poliwag/,https://scrapeme.live/wp-content/uploads/2018/08/060-350x350.png,Poliwag,£174.00
https://scrapeme.live/shop/Poliwhirl/,https://scrapeme.live/wp-content/uploads/2018/08/061-350x350.png,Poliwhirl,£121.00
https://scrapeme.live/shop/Poliwrath/,https://scrapeme.live/wp-content/uploads/2018/08/062-350x350.png,Poliwrath,£152.00
https://scrapeme.live/shop/Abra/,https://scrapeme.live/wp-content/uploads/2018/08/063-350x350.png,Abra,£141.00
https://scrapeme.live/shop/Kadabra/,https://scrapeme.live/wp-content/uploads/2018/08/064-350x350.png,Kadabra,£129.00
https://scrapeme.live/shop/Alakazam/,https://scrapeme.live/wp-content/uploads/2018/08/065-350x350.png,Alakazam,£40.00
https://scrapeme.live/shop/Machop/,https://scrapeme.live/wp-content/uploads/2018/08/066-350x350.png,Machop,£166.00
https://scrapeme.live/shop/Machoke/,https://scrapeme.live/wp-content/uploads/2018/08/067-350x350.png,Machoke,£27.00
https://scrapeme.live/shop/Machamp/,https://scrapeme.live/wp-content/uploads/2018/08/068-350x350.png,Machamp,£121.00
https://scrapeme.live/shop/Bellsprout/,https://scrapeme.live/wp-content/uploads/2018/08/069-350x350.png,Bellsprout,£74.00
https://scrapeme.live/shop/Weepinbell/,https://scrapeme.live/wp-content/uploads/2018/08/070-350x350.png,Weepinbell,£26.00
https://scrapeme.live/shop/Victreebel/,https://scrapeme.live/wp-content/uploads/2018/08/071-350x350.png,Victreebel,£68.00
https://scrapeme.live/shop/Tentacool/,https://scrapeme.live/wp-content/uploads/2018/08/072-350x350.png,Tentacool,£186.00
https://scrapeme.live/shop/Tentacruel/,https://scrapeme.live/wp-content/uploads/2018/08/073-350x350.png,Tentacruel,£65.00
https://scrapeme.live/shop/Geodude/,https://scrapeme.live/wp-content/uploads/2018/08/074-350x350.png,Geodude,£32.00
https://scrapeme.live/shop/Graveler/,https://scrapeme.live/wp-content/uploads/2018/08/075-350x350.png,Graveler,£182.00
https://scrapeme.live/shop/Golem/,https://scrapeme.live/wp-content/uploads/2018/08/076-350x350.png,Golem,£103.00
https://scrapeme.live/shop/Ponyta/,https://scrapeme.live/wp-content/uploads/2018/08/077-350x350.png,Ponyta,£53.00
https://scrapeme.live/shop/Rapidash/,https://scrapeme.live/wp-content/uploads/2018/08/078-350x350.png,Rapidash,£98.00
https://scrapeme.live/shop/Slowpoke/,https://scrapeme.live/wp-content/uploads/2018/08/079-350x350.png,Slowpoke,£109.00
https://scrapeme.live/shop/Slowbro/,https://scrapeme.live/wp-content/uploads/2018/08/080-350x350.png,Slowbro,£179.00
https://scrapeme.live/shop/Magnemite/,https://scrapeme.live/wp-content/uploads/2018/08/081-350x350.png,Magnemite,£100.00
https://scrapeme.live/shop/Magneton/,https://scrapeme.live/wp-content/uploads/2018/08/082-350x350.png,Magneton,£191.00
